f_x_sim,f_y_sim,f_z_sim,f_sp_sim,m_sp_sim,materialremoved_sim,a_x,a_y,a_z,a_sp,v_x,v_y,v_z,v_sp,pos_x,pos_y,pos_z,pos_sp,curr_x,curr_y,curr_z,curr_sp
0,0,0,0,0,0,0,0.00125,-0.0025,-0.85875,0,0,0,0,-0.303203,259.288046,444.405448,241.372336,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0,0.00125,0,0,0,5.00E-05,-5.00E-05,-0.017175,-0.303203,259.288046,444.405446,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0,-0.00125,0.00125,0.429375,0,5.00E-05,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0,-0.0025,0,0,0,0,0,0,-0.303203,259.28805,444.405446,241.371649,0.292969,-5.249023,0.410156,0
0,0,0,0,0,0,0,0,0,0,0,-5.00E-05,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,-0.00125,0.00125,0,0,0,0,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0,0,0,0.429375,-5.00E-05,0,0,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0,-0.00125,0,0,0,0,0.017175,-0.303205,259.288048,444.405446,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0,0,0,-0.85875,0,0,-5.00E-05,0,-0.303203,259.288048,444.405446,241.372336,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0.00125,0.0025,0,0,0,0,-0.017175,-0.303205,259.288048,444.405444,241.371649,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,0.00125,0.00125,-0.00125,0.429375,5.00E-05,5.00E-05,5.00E-05,0,-0.303203,259.288048,444.405446,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,-0.00125,-0.0025,0,5.00E-05,5.00E-05,-5.00E-05,0,-0.303203,259.28805,444.405446,241.371649,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,-0.0025,-0.0025,0.0025,0,0,0,-5.00E-05,0,-0.303201,259.28805,444.405444,241.371649,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,0,0,0.0025,0,-5.00E-05,-5.00E-05,5.00E-05,0,-0.303203,259.28805,444.405444,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,0.0025,-0.00125,0,0,0,5.00E-05,0,-0.303203,259.288048,444.405446,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,-0.00125,-0.00125,0.429375,-5.00E-05,5.00E-05,0,0,-0.303203,259.28805,444.405446,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,-0.00125,0,0,0,-5.00E-05,0,0.017175,-0.303205,259.28805,444.405446,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,0.0025,-0.00125,-0.429375,0,0,0,0,-0.303203,259.288048,444.405446,241.372336,0.297852,-5.249023,0.410156,0
0,0,0,0,0,0,0.00125,0,-0.00125,0.429375,0,5.00E-05,-5.00E-05,0,-0.303205,259.28805,444.405446,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,-0.00125,0.00125,-0.429375,5.00E-05,0,-5.00E-05,0.017175,-0.303203,259.28805,444.405444,241.372336,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,0,0.00125,-0.85875,0,0,0,-0.017175,-0.303203,259.28805,444.405444,241.372336,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0,0,-0.00125,0.429375,0,0,0,-0.017175,-0.303203,259.28805,444.405444,241.371649,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,0.00125,-0.00125,-0.00125,0.429375,0,0,-5.00E-05,0,-0.303203,259.28805,444.405444,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0,0,0,5.00E-05,-5.00E-05,-5.00E-05,0,-0.303203,259.28805,444.405442,241.371649,0.292969,-5.244141,0.410156,0
0,0,0,0,0,0,-0.00125,0.0025,0,0,5.00E-05,0,-5.00E-05,0,-0.303201,259.288048,444.405442,241.371649,0.297852,-5.249023,0.410156,0
0,0,0,0,0,0,-0.00125,-0.00125,0.0025,0,0,5.00E-05,-5.00E-05,0,-0.303201,259.28805,444.40544,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,-0.0025,0.0025,0.429375,0,-5.00E-05,5.00E-05,0,-0.303201,259.28805,444.40544,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,0.0025,0,-0.42875,-5.00E-05,-5.00E-05,5.00E-05,0.017175,-0.303201,259.288048,444.405442,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,0.0025,0,-0.85875,-5.00E-05,5.00E-05,5.00E-05,-0.01715,-0.303203,259.288048,444.405442,241.372336,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,0,-0.00125,-0.0025,0.8575,-5.00E-05,5.00E-05,5.00E-05,-0.017175,-0.303203,259.28805,444.405444,241.370963,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.0025,-0.0025,-0.00125,0.429375,-5.00E-05,0,-5.00E-05,0.01715,-0.303205,259.28805,444.405444,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,-0.00125,0.00125,-0.42875,5.00E-05,-5.00E-05,0,0,-0.303205,259.28805,444.405442,241.371649,0.297852,-5.244141,0.419922,0
0,0,0,0,0,0,-0.0025,0.0025,-0.00125,0,0,-5.00E-05,0,0,-0.303203,259.288048,444.405444,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0.0025,0,0,-5.00E-05,5.00E-05,-5.00E-05,0,-0.303205,259.288048,444.405442,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,-0.0025,0.00125,0.429375,5.00E-05,5.00E-05,0,0,-0.303205,259.28805,444.405442,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.0025,-0.00125,-0.00125,0,0,-5.00E-05,0,0.017175,-0.303203,259.28805,444.405442,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0.0025,-0.00125,-0.85875,-5.00E-05,0,-5.00E-05,0,-0.303205,259.288048,444.405442,241.372336,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.0025,0,0.00125,0,5.00E-05,5.00E-05,-5.00E-05,-0.017175,-0.303205,259.28805,444.40544,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,-0.0025,0.00125,0.429375,5.00E-05,0,0,0,-0.303203,259.28805,444.40544,241.371649,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,0,-0.0025,0,0,-5.00E-05,0,0,-0.303203,259.28805,444.40544,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.00125,0.0025,-0.00375,0,0,0,-1.00E-04,0,-0.303203,259.288048,444.40544,241.371649,0.297852,-5.244141,0.410156,0
0,0,0,0,0,0,-0.00125,0,0.0025,0,-5.00E-05,5.00E-05,-0.00015,0,-0.303203,259.28805,444.405436,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,-0.0025,0.005,0,-5.00E-05,0,0,0,-0.303205,259.28805,444.405434,241.371649,0.292969,-5.244141,0.410156,0
0,0,0,0,0,0,0.00125,0,0,0.429375,0,-5.00E-05,5.00E-05,0,-0.303205,259.28805,444.405436,241.371649,0.297852,-5.244141,0.410156,0
0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0.017175,-0.303205,259.288048,444.405436,241.371649,0.297852,-5.249023,0.410156,0
0,0,0,0,0,0,0.00125,0,0,-0.429375,0,5.00E-05,5.00E-05,0,-0.303205,259.28805,444.405436,241.372336,0.297852,-5.244141,0.410156,0
0,0,0,0,0,0,0,-0.00125,-0.00125,0.429375,5.00E-05,0,0,0,-0.303205,259.28805,444.405438,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,-0.0025,0,0.00125,-0.858125,0,0,0,0.017175,-0.303203,259.28805,444.405436,241.372336,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,0,0,0,-0.429375,-5.00E-05,0,5.00E-05,-0.034325,-0.303205,259.28805,444.405438,241.372336,0.297852,-5.249023,0.410156,0
0,0,0,0,0,0,0.0025,0,-0.00125,1.286875,0,0,0,0,-0.303205,259.28805,444.405438,241.370963,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0,-0.00125,-0.00125,-0.429375,5.00E-05,0,0,0.01715,-0.303205,259.28805,444.405438,241.372336,0.292969,-5.249023,0.415039,0
0,0,0,0,0,0,-0.0025,-0.00125,0,0.000625,0,-5.00E-05,-5.00E-05,-0.017175,-0.303203,259.28805,444.405438,241.371649,0.297852,-5.244141,0.415039,0
0,0,0,0,0,0,0.00125,0.0025,-27.92625,0.429375,-5.00E-05,-5.00E-05,0,0.017175,-0.303205,259.288048,444.405436,241.371649,0.297852,-5.249023,0.415039,0
0,0,0,0,0,0,0.0075,0.0025,-269.70125,-0.85875,5.00E-05,5.00E-05,-1.1171,0,-0.303205,259.288048,444.405438,241.372336,0.292969,-5.244141,0.415039,0
0,0,0,0,0,0,0.016875,0.005625,-876.625625,0,0.00025,5.00E-05,-10.78805,-0.017175,-0.303203,259.28805,444.360752,241.371649,0.292969,-5.244141,-4.619141,0
0,0,0,0,0,0,0.005625,0.006875,-1706.6775,0.429375,0.000725,0.000275,-36.182125,0,-0.303195,259.28805,443.973916,241.371649,0.292969,-5.249023,-8.120117,0
0,0,0,0,0,0,-0.00875,-0.006875,-2513.084375,0,0.000475,0.000325,-79.05515,0,-0.303174,259.288061,442.913467,241.371649,0.292969,-5.249023,-12.441406,0
0,0,0,0,0,0,0.016875,-0.008125,-2954.47375,0.429375,0.000375,0,-136.7055,0,-0.303176,259.288063,440.81171,241.371649,0.288086,-5.249023,-15.957031,0
0,0,0,0,0,0,0.000625,0.00125,-2779.240625,0.429375,0.00115,0,-197.2341,0.017175,-0.303159,259.288061,437.445247,241.371649,0.288086,-5.249023,-14.897461,0
0,0,0,0,0,0,-0.044375,0.0025,-2143.98625,-0.429375,0.0004,5.00E-05,-247.875125,0.017175,-0.30313,259.288063,432.922346,241.372336,0.292969,-5.244141,-11.137695,0
0,0,0,0,0,0,-0.02,0.0025,-1314.683125,-0.429375,-0.000625,1.00E-04,-282.99355,0,-0.303143,259.288063,427.530242,241.372336,0.292969,-5.244141,-7.504883,0
0,0,0,0,0,0,0.005,-0.00625,-400.51375,0,-0.0004,0.00015,-300.46245,0,-0.303155,259.288067,421.602604,241.372336,0.292969,-5.244141,-3.339844,0
0,0,0,0,0,0,-0.008125,-0.00625,559.525625,0,-0.000425,-0.00015,-299.0141,0,-0.303159,259.288069,415.511744,241.372336,0.297852,-5.244141,1.020508,0
0,0,0,0,0,0,-0.00625,0.00375,1542.88375,-0.429375,-0.000725,-1.00E-04,-278.081425,0,-0.303172,259.288061,409.64204,241.372336,0.302734,-5.244141,5.400391,0
0,0,0,0,0,0,-0.014375,-0.004375,2432.268125,-0.429375,-0.000675,0,-237.29875,-0.017175,-0.303188,259.288065,404.388487,241.372336,0.307617,-5.239258,10.229492,0
0,0,0,0,0,0,-0.021875,-0.006875,2913.7375,0.85875,-0.0013,-0.000275,-180.7907,-0.017175,-0.303199,259.288061,400.15009,241.371649,0.3125,-5.234375,13.540039,0
0,0,0,0,0,0,0.026875,0.000625,2769.29625,0.429375,-0.00155,-0.000275,-120.74925,0.017175,-0.30324,259.288054,397.156859,241.371649,0.3125,-5.239258,12.666016,0
0,0,0,0,0,0,0.054375,0.006875,2153.55625,-0.429375,-0.000225,-0.00025,-70.01885,0,-0.303261,259.28805,395.32012,241.372336,0.3125,-5.234375,9.067383,0
0,0,0,0,0,0,0.004375,0.01,1359.304375,0,0.000625,0,-34.607,0,-0.303249,259.288044,394.356105,241.371649,0.322266,-5.229492,5.761719,0
0,0,0,0,0,0,-0.02125,-0.0025,675.969375,0,-5.00E-05,0.00015,-15.646675,0,-0.303236,259.28805,393.93584,241.372336,0.317383,-5.224609,1.723633,0
0,0,0,0,0,0,0.008125,-0.0075,301.70625,0.429375,-0.000225,-1.00E-04,-7.568225,0,-0.303251,259.28805,393.730238,241.371649,0.317383,-5.224609,0.820312,0
0,0,0,0,0,0,0.01125,0,147.16,0,0.000275,-0.00015,-3.578425,0.017175,-0.303245,259.288046,393.633111,241.372336,0.317383,-5.224609,-0.229492,0
0,0,0,0,0,0,-0.005625,0.00375,70.17625,-0.429375,0.000225,-1.00E-04,-1.681825,0,-0.30324,259.288044,393.587101,241.372336,0.317383,-5.224609,-0.3125,0
0,0,0,0,0,0,-0.0175,0.025625,33.116875,3549.528125,5.00E-05,0,-0.771375,0,-0.303236,259.288042,393.565838,241.372336,0.3125,-5.224609,-0.385742,0
0,0,0,0,0,0,0.00875,0.085625,-38.915625,24864.29187,-0.000475,0.000925,-0.35715,141.981125,-0.303238,259.288044,393.556246,241.372336,0.307617,-5.224609,-0.571289,0
0,0,0,0,0,0,0.03375,0.101875,-354.309375,57764.4825,0.0004,0.003425,-2.328,994.571675,-0.303255,259.288079,393.551552,247.051581,0.307617,-5.253906,-0.751953,-9.033691
0,0,0,0,0,0,0.001875,0.034375,-1017.451875,73477.93625,0.000875,0.005,-14.529525,2452.560425,-0.303222,259.288181,393.463126,281.155203,0.302734,-5.288086,-5.322266,-16.40625
0,0,0,0,0,0,-0.01,-0.03625,-1645.980625,73354.76875,0.000475,0.0048,-43.026075,3933.689125,-0.30322,259.288279,392.970371,345.153998,0.297852,-5.302734,-8.94043,-19.297852
0,0,0,0,0,0,-0.00375,-0.064375,-1703.471875,72376.72812,0.000475,0.00355,-80.36875,5386.751175,-0.303203,259.288373,391.742083,438.502768,0.302734,-5.302734,-9.916992,-19.943848
0,0,0,0,0,0,-0.00125,-0.0475,-1163.8325,72187.04187,0.000325,0.002225,-111.16495,6828.75825,-0.303201,259.288421,389.755621,560.624045,0.292969,-5.307617,-6.635742,-20.507812
0,0,0,0,0,0,-0.01375,-0.04,-361.825625,72120.09375,0.000425,0.00165,-126.92205,8274.23285,-0.30319,259.288462,387.295485,711.653098,0.297852,-5.292969,-2.93457,-20.866699
0,0,0,0,0,0,-0.02125,-0.04125,531.219375,71937.70438,-0.000225,0.000625,-125.637975,9713.562,-0.303184,259.288487,384.678739,891.593359,0.292969,-5.297852,1.049805,-21.133301
0,0,0,0,0,0,-0.003125,-0.014375,1365.674375,72032.97625,-0.000425,0,-105.673275,11151.74103,-0.303199,259.288487,382.269966,1100.195578,0.302734,-5.297852,5.585938,-23.891602
0,0,0,0,0,0,0.02,-0.055625,1703.485,62223.81625,-0.00035,5.00E-05,-71.011,12594.88105,-0.303201,259.288487,380.451808,1337.663,0.302734,-5.292969,9.462891,-28.798096
0,0,0,0,0,0,0.04375,-0.10125,1344.64,32906.62813,0.000375,-0.002225,-37.533875,13640.69368,-0.303213,259.288489,379.429526,1603.99082,0.307617,-5.288086,4.702148,-31.56665
0,0,0,0,0,0,-0.061875,-0.055,739.74625,4897.928125,0.0014,-0.004,-17.2254,13911.14617,-0.303186,259.288398,378.950453,1883.290747,0.322266,-5.234375,2.617188,-10.61792
0,0,0,0,0,0,-0.06625,-0.008125,331.74,-2519.989375,-0.0021,-0.004425,-7.944025,13836.6108,-0.303157,259.288329,378.74051,2160.436667,0.336914,-5.200195,0.429688,-3.419678
0,0,0,0,0,0,0.105,0.044375,153.025,-837.7075,-0.00125,-0.004325,-3.9558,13810.3466,-0.30327,259.288221,378.632692,2436.755179,0.288086,-5.180664,-0.341797,-1.49707
0,0,0,0,0,0,0.018125,0.045625,77.95375,-231.7425,0.0021,-0.00265,-1.823025,13803.1025,-0.303207,259.288156,378.582278,2712.850531,0.3125,-5.161133,-0.292969,-0.974121
0,0,0,0,0,0,-0.0725,0.01125,35.600625,-67.3775,-0.000525,-0.0025,-0.83765,13801.0769,-0.303186,259.288115,378.559771,2988.879279,0.317383,-5.15625,-0.610352,-0.799805
0,0,0,0,0,0,0.03125,20.2775,16.43625,-31.32875,-0.0008,-0.0022,-0.399,13800.4074,-0.303228,259.288056,378.548772,3264.893607,0.302734,-5.161133,-0.600586,-0.7229
0,0,0,0,0,0,0.0125,57.665625,7.798125,-14.59125,0.000725,0.8086,-0.1802,13799.82375,-0.303218,259.288027,378.543811,3540.895575,0.307617,-5.161133,-0.644531,-0.728027
0,0,0,0,0,0,-0.024375,57.41625,3.428125,7.725,-0.0003,2.304425,-0.087075,13799.82375,-0.303199,259.3204,378.541564,3816.886557,0.307617,-5.727539,-0.703125,-0.748535
0,0,0,0,0,0,0.023125,24.879375,1.756875,6.00875,-0.00025,3.10525,-0.043075,13800.13275,-0.30323,259.380204,378.540328,4092.888525,0.302734,-5.820312,-0.644531,-0.753662
0,0,0,0,0,0,-0.008125,8.008125,0.910625,-6.866250001,0.000625,3.2996,-0.0168,13800.0641,-0.303209,259.44461,378.539841,4368.891867,0.307617,-5.795898,-0.634766,-0.738281
0,0,0,0,0,0,-0.0275,4.631875,0.364375,-5.579375,-0.000575,3.425575,-0.00665,13799.8581,-0.303205,259.512188,378.539656,4644.891089,0.3125,-5.834961,-0.610352,-0.748535
0,0,0,0,0,0,0.02625,2.204375,0.165,9.870000001,-0.000475,3.484875,-0.002225,13799.84093,-0.303232,259.581633,378.539575,4920.886191,0.307617,-5.830078,-0.581055,-0.779297
0,0,0,0,0,0,0.015625,1.2525,0.069375,11.158125,0.000475,3.51375,-5.00E-05,13800.2529,-0.303224,259.651583,378.539567,5196.884726,0.3125,-5.898438,-0.571289,-0.789551
0,0,0,0,0,0,-0.01875,0.52375,0.019375,-10.299375,0.00015,3.534975,0.00055,13800.28725,-0.303213,259.722183,378.539573,5472.896307,0.3125,-5.874023,-0.551758,-0.733154
0,0,0,0,0,0,-0.00875,-0.155625,0.005,-12.445625,-0.000275,3.5347,0.000725,13799.84092,-0.303218,259.792982,378.539589,5748.896216,0.3125,-5.864258,-0.537109,-0.717773
0,0,0,0,0,0,0.01375,-0.0425,0.005,6.00875,-0.0002,3.52875,0.00075,13799.78942,-0.303224,259.863571,378.539602,6024.889944,0.3125,-5.90332,-0.527344,-0.758789
0,0,0,0,0,0,0.019375,0.17125,0.005625,10.72875,0.000275,3.533,0.000925,13800.08128,-0.303226,259.934132,378.539619,6300.887793,0.3125,-5.913086,-0.517578,-0.784424
0,0,0,0,0,0,-0.01125,0.12625,0.000625,-2.575625,0.000575,3.5356,0.000975,13800.21858,-0.303213,260.004891,378.539639,6576.893195,0.3125,-5.913086,-0.507812,-0.738281
0,0,0,0,0,0,-0.025,-0.0925,-0.005,-7.724375,-0.000175,3.53805,0.00095,13799.97825,-0.303203,260.075556,378.539658,6852.896536,0.3125,-5.888672,-0.498047,-0.733154
0,0,0,0,0,0,0.0075,-0.143125,-0.005625,0,-0.000425,3.5319,0.000775,13799.9096,-0.30322,260.146413,378.539677,7128.892325,0.302734,-5.844727,-0.493164,-0.763916
0,0,0,0,0,0,0.0175,0.12375,-0.00375,5.149375,0.000125,3.532325,0.000725,13799.97825,-0.30322,260.216832,378.539689,7404.89292,0.307617,-5.893555,-0.483398,-0.763916
0,0,0,0,0,0,-0.005,-0.114375,-0.0075,2.575,0.000275,3.53685,0.000625,13800.11557,-0.303215,260.287706,378.539706,7680.891455,0.307617,-5.78125,-0.483398,-0.743408
0,0,0,0,0,0,-0.01625,-0.143125,-0.0075,-6.436875,-7.50E-05,3.52775,0.000425,13800.08125,-0.303209,260.358306,378.539714,7956.897543,0.307617,-5.834961,-0.478516,-0.7229
0,0,0,0,0,0,-0.003125,0.2625,-0.003125,-5.149375001,-0.000375,3.531125,0.000325,13799.8581,-0.303218,260.428816,378.539723,8232.894705,0.307617,-5.893555,-0.473633,-0.7229
0,0,0,0,0,0,0.015,0.054375,-0.001875,3.8625,-0.0002,3.53825,0.0003,13799.87527,-0.303224,260.499551,378.539727,8508.891867,0.302734,-5.893555,-0.46875,-0.758789
0,0,0,0,0,0,0.00875,-0.255,-0.0025,6.865625001,0.000225,3.5333,0.00025,13800.0126,-0.303226,260.570346,378.539735,8784.889716,0.307617,-5.859375,-0.473633,-0.77417
0,0,0,0,0,0,-0.01125,-0.11625,-0.0025,2.145000001,0.00015,3.52805,0.0002,13800.1499,-0.303215,260.640883,378.539737,9060.892371,0.307617,-5.883789,-0.46875,-0.743408
0,0,0,0,0,0,-0.00875,0.360625,-0.005,-6.436875,-0.000225,3.52865,0.00015,13800.0984,-0.30322,260.711468,378.539743,9336.895712,0.307617,-5.893555,-0.46875,-0.728027
0,0,0,0,0,0,0.006875,0.489375,-0.001875,-2.574375001,-0.0002,3.542475,0,13799.89243,-0.303224,260.782029,378.539743,9612.896307,0.307617,-5.97168,-0.46875,-0.748535
0,0,0,0,0,0,0.013125,-0.166875,0.003125,6.866875,5.00E-05,3.548225,7.50E-05,13799.99542,-0.303228,260.853167,378.539743,9888.891409,0.307617,-5.859375,-0.463867,-0.769043
0,0,0,0,0,0,-0.005,-0.39375,0.000625,-0.858125001,0.000325,3.5358,0.000125,13800.1671,-0.303222,260.923958,378.539746,10164.89612,0.3125,-5.869141,-0.46875,-0.7229
0,0,0,0,0,0,-0.02125,-0.03625,-0.003125,-7.29625,-0.00015,3.532475,0.0001,13799.9611,-0.303215,260.994599,378.539748,10440.89809,0.3125,-5.859375,-0.46875,-0.7229
0,0,0,0,0,0,0.00875,0.173125,-0.0025,2.574375001,-0.000525,3.53435,0,13799.87525,-0.303228,261.065257,378.53975,10716.89457,0.307617,-5.913086,-0.473633,-0.748535
0,0,0,0,0,0,0.02625,0.1275,0.00125,9.0125,0.0002,3.5394,0,13800.06408,-0.303236,261.135973,378.539748,10992.8931,0.3125,-5.893555,-0.46875,-0.779297
0,0,0,0,0,0,-0.01,-0.308125,0.00125,0.85875,0.000525,3.53945,5.00E-05,13800.23575,-0.30322,261.206833,378.53975,11268.89713,0.317383,-5.878906,-0.46875,-0.748535
0,0,0,0,0,0,-0.02625,-0.365,-0.00125,-12.01625,-0.0002,3.527075,5.00E-05,13800.09842,-0.303215,261.277551,378.53975,11544.90253,0.3125,-5.844727,-0.46875,-0.712646
0,0,0,0,0,0,0.00875,0.1625,0,-5.579374999,-0.000525,3.52485,0,13799.7551,-0.303228,261.347916,378.539752,11820.90107,0.307617,-5.957031,-0.473633,-0.728027
0,0,0,0,0,0,0.021875,0.389375,0.00125,9.44125,0.00015,3.533575,5.00E-05,13799.87525,-0.303236,261.418545,378.53975,12096.89274,0.3125,-5.908203,-0.473633,-0.743408
0,0,0,0,0,0,-0.00375,0.1025,-0.0025,5.579374999,0.00035,3.540425,5.00E-05,13800.13275,-0.303222,261.489259,378.539754,12372.89608,0.3125,-5.9375,-0.473633,-0.748535
0,0,0,0,0,0,-0.0125,-0.315625,-0.0025,-7.725,0,3.537675,-5.00E-05,13800.09842,-0.303222,261.560162,378.539752,12648.89805,0.307617,-5.874023,-0.473633,-0.728027
0,0,0,0,0,0,-0.0025,-0.10875,0,-6.437499999,-0.00015,3.5278,-5.00E-05,13799.82375,-0.303222,261.630766,378.539752,12924.90002,0.3125,-5.922852,-0.46875,-0.738281
0,0,0,0,0,0,0.011875,0.076875,0.00125,12.445625,-0.0001,3.533325,-5.00E-05,13799.84093,-0.303228,261.701274,378.53975,13200.891,0.3125,-5.908203,-0.46875,-0.769043
0,0,0,0,0,0,0.0075,-0.2375,0.00125,10.729375,0.000325,3.530875,0,13800.32157,-0.303226,261.772099,378.53975,13476.89365,0.307617,-5.820312,-0.46875,-0.779297
0,0,0,0,0,0,-0.0125,0.021875,0,-12.015625,0.0002,3.523825,0,13800.2701,-0.303215,261.842509,378.53975,13752.90386,0.3125,-5.878906,-0.46875,-0.7229
0,0,0,0,0,0,-0.01,0.294375,0,-12.44625,-0.000175,3.53175,0,13799.84095,-0.303218,261.913052,378.53975,14028.90446,0.3125,-5.917969,-0.46875,-0.712646
0,0,0,0,0,0,0.006875,0.024375,0,6.0075,-0.0002,3.5356,0,13799.77225,-0.303222,261.983779,378.53975,14304.8975,0.3125,-5.888672,-0.46875,-0.748535
0,0,0,0,0,0,0.013125,-0.091875,-0.00125,10.729375,0.0001,3.532725,0,13800.08125,-0.303226,262.054476,378.53975,14580.89535,0.307617,-5.864258,-0.463867,-0.77417
0,0,0,0,0,0,-0.00375,0.08625,0,-3.004375,0.000325,3.531925,-5.00E-05,13800.20143,-0.303218,262.125088,378.53975,14856.90075,0.3125,-5.864258,-0.463867,-0.728027
0,0,0,0,0,0,-0.0175,0.505,0.00125,-7.725,-5.00E-05,3.536175,0,13799.96108,-0.303213,262.195753,378.539748,15132.9034,0.3125,-5.947266,-0.463867,-0.7229
0,0,0,0,0,0,0.00125,0.299375,0,0.85875,-0.000375,3.552125,0,13799.89243,-0.30322,262.266535,378.53975,15408.89919,0.307617,-5.97168,-0.46875,-0.753662
0,0,0,0,0,0,0.0175,-0.475625,0,5.578749999,0,3.54815,0,13799.99542,-0.303228,262.337838,378.539748,15684.8991,0.307617,-5.839844,-0.463867,-0.758789
0,0,0,0,0,0,0,-0.419375,-0.00125,1.716874999,0.000325,3.5331,0,13800.11557,-0.30322,262.408461,378.53975,15960.89901,0.3125,-5.878906,-0.46875,-0.738281
